prompts;tokensprompt;tokensanswer;;;REFACTORING;NNEW FEATURE;BUG FIXING;ENERGY;SECURITY;nw;;;;;;;;;
1;980;301;;;0;0;0;0;0;00000;;;;;;;;;
2;24;784;;;0;0;0;0;0;00000;;;;;;;;;
2;26;823;;;0;0;0;1;0;00040;;;;;;;;;
2;32;967;;;0;0;0;1;0;00040;;;;;;;;;
2;33;761;;;0;0;0;1;0;00040;;;;;;;;;
2;34;771;;;0;0;0;1;0;00040;;;;;;;;;
2;36;356;;;0;0;0;1;0;00040;;;;;;;;;
2;40;1090;;;0;0;0;1;0;00040;;;;;;;;;
2;51;366;;;0;1;0;1;0;02040;;;;;;;;;
2;66;616;;;0;1;0;1;0;02040;;;;;;;;;
2;66;544;;;1;0;0;0;1;10005;;;;;;;;;
2;71;701;;;1;1;0;0;0;12000;;;;;;;;;
2;75;1091;;;0;0;0;0;0;00000;;;;;;;;;
2;105;536;;;0;0;0;0;0;00000;;;;;;;;;
2;118;488;;;1;1;0;0;0;12000;;;;;;;;;
2;122;528;;;1;1;0;0;0;12000;;;;;;;;;
2;138;828;;;0;0;0;0;0;00000;;;;;;;;;
2;223;444;;;0;1;0;0;0;02000;;;;;;;;;
2;317;673;;;1;0;0;0;0;10000;;;;;;;;;
2;318;1050;;;0;0;1;0;0;00300;;;;;;;;;
2;340;756;;;0;0;1;0;0;00300;;;;;;;;;
2;458;414;;;1;0;0;0;0;10000;;;;;;;;;
2;523;1090;;;1;0;0;0;0;10000;;;;;;;;;
2;1655;328;;;0;1;0;1;0;02040;;;;;;;;;
2;2723;1096;;;0;1;0;1;0;02040;;;;;;;;;
2;4649;1551;;;1;0;0;1;0;10040;;;;;;;;;
2;4724;1490;;;1;0;0;1;0;10040;;;;;;;;;
3;41;1334;;;0;0;0;1;0;00040;;;;;;;;;
3;60;645;;;0;0;0;1;0;00040;;;;;;;;;
3;62;1090;;;0;0;0;0;0;00000;;;;;;;;;
3;93;943;;;0;0;0;0;0;00000;;;;;;;;;
3;105;1412;;;0;0;0;0;0;00000;;;;;;;;;
3;177;1303;;;0;0;0;0;0;00000;;;;;;;;;
3;336;1606;;;0;0;0;0;0;00000;;;;;;;;;
3;340;941;;;0;0;0;0;0;00000;;;;;;;;;
3;1361;1610;;;1;0;0;1;0;10040;;;;;;;;;
3;2277;1635;;;1;0;0;1;0;10040;;;;;;;;;
3;4226;1397;;;0;1;0;1;1;02045;;;;;;;;;
4;65;490;;;0;1;0;1;1;02045;;;;;;;;;
4;137;783;;;0;1;0;1;1;02045;;;;;;;;;
4;204;2016;;;0;0;1;0;0;00300;;;;;;;;;
4;296;1855;;;0;1;1;0;0;02300;;;;;;;;;
4;463;2044;;;0;1;0;0;0;02000;;;;;;;;;
4;502;1896;;;0;0;0;0;0;00000;;;;;;;;;
4;1005;1584;;;0;0;0;1;0;00040;;;;;;;;;
4;1955;1674;;;0;1;0;0;1;02005;;;;;;;;;
5;55;2092;;;0;0;0;0;0;00000;;;;;;;;;
5;109;1660;;;0;0;0;0;0;00000;;;;;;;;;
5;516;2752;;;0;0;0;0;0;00000;;;;;;;;;
5;2039;2677;;;0;0;0;0;0;00000;;;;;;;;;
6;168;2022;;;0;0;0;0;0;00000;;;;;;;;;
6;248;1904;;;0;0;0;0;0;00000;;;;;;;;;
6;326;3570;;;0;0;0;1;0;00040;;;;;;;;;
6;2895;2311;;;0;1;0;0;0;02000;;;;;;;;;
6;5757;1634;;;0;1;0;0;0;02000;;;;;;;;;
7;263;3739;;;0;1;0;0;0;02000;;;;;;;;;
7;1103;2563;;;0;0;0;0;0;00000;;;;;;;;;
7;1197;2602;;;0;0;0;0;0;00000;;;;;;;;;
7;4927;14087;;;0;0;0;0;0;00000;;;;;;;;;
7;6924;8313;;;0;0;0;1;0;00040;;;;;;;;;
7;6925;7717;;;0;0;0;0;0;00000;;;;;;;;;
8;201;2089;;;0;0;0;0;0;00000;;;;;;;;;
8;646;3315;;;0;0;0;0;1;00005;;;;;;;;;
8;679;6921;;;0;0;0;0;1;00005;;;;;;;;;
8;6913;9745;;;0;0;0;0;1;00005;;;;;;;;;
9;422;2910;;;0;0;0;1;0;00040;;;;;;;;;
9;810;4455;;;0;1;0;0;0;02000;;;;;;;;;
9;20014;3745;;;0;0;0;0;0;00000;;;;;;;;;
10;318;3917;;;1;0;0;1;0;10040;;;;;;;;;
10;350;5415;;;0;0;0;0;1;00005;;;;;;;;;
10;28107;6718;;;0;1;0;0;0;02000;;;;;;;;;
16;3392;6445;;;0;1;0;1;1;02045;;;;;;;;;
21;701;6385;;;1;0;0;0;1;10005;;;;;;;;;
23;6849;14110;;;1;0;0;0;1;10005;;;;;;;;;
30;1830;13754;;;1;0;0;0;1;10005;;;;;;;;;
34;437;6377;;;0;0;0;0;0;00000;;;;;;;;;
167;21133;49053;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;1;0;0;0;1;10005;;;;;;;;;
;;;;;1;0;0;0;1;10005;;;;;;;;;
;;;;;1;1;0;0;0;12000;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;1;0;1;0;02040;;;;;;;;;
;;;;;0;0;0;1;1;00045;;;;;;;;;
;;;;;1;0;0;1;0;10040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;1;0;1;0;02040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;1;0;1;0;02040;;;;;;;;;
;;;;;0;1;0;1;0;02040;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;1;0;1;0;0;10300;;;;;;;;;
;;;;;1;0;0;0;1;10005;;;;;;;;;
;;;;;0;1;0;0;1;02005;;;;;;;;;
;;;;;0;1;0;0;1;02005;;;;;;;;;
;;;;;0;1;0;0;1;02005;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;1;0;0;1;0;10040;;;;;;;;;
;;;;;1;0;0;1;0;10040;;;;;;;;;
;;;;;1;0;0;1;0;10040;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;1;1;0;0;02300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;1;0;1;0;0;10300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;1;1;0;0;0;12000;;;;;;;;;
;;;;;1;1;0;0;0;12000;;;;;;;;;
;;;;;1;1;0;0;0;12000;;;;;;;;;
;;;;;1;1;0;0;0;12000;;;;;;;;;
;;;;;0;1;0;1;1;02045;;;;;;;;;
;;;;;0;1;0;1;0;02040;;;;;;;;;
;;;;;0;1;1;1;0;02340;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;1;00305;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;1;1;0;0;0;12000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;1;0;0;02300;;;;;;;;;
;;;;;0;1;1;0;0;02300;;;;;;;;;
;;;;;0;1;1;0;0;02300;;;;;;;;;
;;;;;0;1;1;0;0;02300;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;1;1;1;0;02340;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;1;00045;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;1;1;0;0;02300;;;;;;;;;
;;;;;0;1;1;0;0;02300;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;1;0;02040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;1;1;0;0;02300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;0;1;0;1;00305;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;1;00045;;;;;;;;;
;;;;;1;0;0;1;0;10040;;;;;;;;;
;;;;;1;0;0;1;0;10040;;;;;;;;;
;;;;;1;0;0;1;0;10040;;;;;;;;;
;;;;;1;0;0;1;0;10040;;;;;;;;;
;;;;;1;0;0;1;0;10040;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;1;0;1;0;0;10300;;;;;;;;;
;;;;;1;0;0;0;1;10005;;;;;;;;;
;;;;;1;0;0;0;1;10005;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;1;1;0;0;02300;;;;;;;;;
;;;;;0;1;1;0;0;02300;;;;;;;;;
;;;;;0;1;1;0;0;02300;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;1;1;0;0;02300;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;1;1;1;0;0;12300;;;;;;;;;
;;;;;0;1;1;0;0;02300;;;;;;;;;
;;;;;1;1;0;0;0;12000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;1;1;0;0;0;12000;;;;;;;;;
;;;;;1;1;0;0;0;12000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;1;0;02040;;;;;;;;;
;;;;;0;1;0;1;0;02040;;;;;;;;;
;;;;;0;1;0;1;0;02040;;;;;;;;;
;;;;;0;1;0;1;0;02040;;;;;;;;;
;;;;;1;1;0;0;0;12000;;;;;;;;;
;;;;;0;0;0;1;1;00045;;;;;;;;;
;;;;;0;0;0;1;1;00045;;;;;;;;;
;;;;;0;0;0;1;1;00045;;;;;;;;;
;;;;;0;0;0;1;1;00045;;;;;;;;;
;;;;;0;0;0;1;1;00045;;;;;;;;;
;;;;;0;0;0;1;1;00045;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;1;0;0;1;0;10040;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;1;1;0;0;0;12000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;1;0;0;1;0;10040;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;1;1;0;0;0;12000;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;1;1;0;0;0;12000;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;1;1;0;00340;;;;;;;;;
;;;;;0;0;1;1;0;00340;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;1;0;1;0;02040;;;;;;;;;
;;;;;0;1;0;1;1;02045;;;;;;;;;
;;;;;0;1;0;1;1;02045;;;;;;;;;
;;;;;0;1;0;1;1;02045;;;;;;;;;
;;;;;0;1;0;1;1;02045;;;;;;;;;
;;;;;0;1;0;1;1;02045;;;;;;;;;
;;;;;0;1;0;1;1;02045;;;;;;;;;
;;;;;0;1;0;1;1;02045;;;;;;;;;
;;;;;0;1;0;1;1;02045;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;1;02005;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;0;0;1;1;00045;;;;;;;;;
;;;;;0;0;0;1;0;00040;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;0;02000;;;;;;;;;
;;;;;0;1;0;0;1;02005;;;;;;;;;
;;;;;0;0;0;0;1;00005;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;0;0;0;00000;;;;;;;;;
;;;;;0;0;1;0;0;00300;;;;;;;;;
;;;;;0;1;1;0;0;02300;;;;;;;;;
;;;;;0;1;1;0;1;02305;;;;;;;;;
;;;;;0;1;1;0;1;02305;;;;;;;;;
;;;;;0;1;1;0;1;02305;;;;;;;;;
;;;;;0;1;1;0;1;02305;;;;;;;;;
;;;;;0;1;1;0;1;02305;;;;;;;;;
;;;;;0;1;1;0;1;02305;;;;;;;;;
;;;;;0;1;1;0;1;02305;;;;;;;;;
;;;;;0;1;1;0;1;02305;;;;;;;;;
;;;;;0;1;1;0;1;02305;;;;;;;;;
;;;;;1;1;1;0;1;12305;;;;;;;;;
;;;;;1;0;1;0;0;10300;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;1;0;0;0;0;10000;;;;;;;;;
;;;;;1;1;0;0;0;12000;;;;;;;;;
;;;;;1;1;0;0;0;12000;;;;;;;;;
