Type;RepoLanguage;Title-Programmer;Title-GPT;NumberOfPrompts;TokensOfPrompts;TokensOfAnswers;CodeGPT;LinesUsed;LinesGivenGPT;Usage_Ratio_y_x;Similarity_Web_y_x;String;New-Feature ;Refactor;Security ;Bug-Fix ;Energy;StringGPT;NewFeatureGPT; RefactorGPT; SecurityGPT ;Bug-Fix GPT;EnergyGPT;CodeUSED
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;HTML;Refactor ;String;15;253;7081;HTML;156;653;0;0.11;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;HTML;Refactor ;String;2;19;465;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;HTML;Refactor  Refactor ; Security  ;4;50;1347;JAVASCRIPT;13;33;0;0.02;0;0;1;1;0;0;0;1;0;1;0;0;1
code file;BASH;Bug-Fix ;String;12;2053;3770;GO;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;PYTHON;Bug-Fix New-Feature ;String;1;103;19;NOREFERENCE;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0
code file;PYTHON;Bug-Fix New-Feature ;String;1;61;24;NOREFERENCE;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0
code file;PYTHON;Bug-Fix New-Feature ;String;1;167;42;NOREFERENCE;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0
code file;PYTHON;Bug-Fix New-Feature ;String;1;269;27;NOREFERENCE;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0
code file;PYTHON;Bug-Fix New-Feature ;String;1;86;23;NOREFERENCE;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0
code file;PYTHON;Bug-Fix New-Feature ;String;1;87;29;NOREFERENCE;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0
code file;PYTHON;Bug-Fix New-Feature ;String;1;59;29;NOREFERENCE;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0
code file;PYTHON;Bug-Fix New-Feature ;String;1;104;80;NOREFERENCE;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0
code file;PYTHON;Bug-Fix New-Feature ;String;1;87;25;NOREFERENCE;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0
code file;PYTHON;Bug-Fix New-Feature ;String;1;70;73;NOREFERENCE;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0
code file;PYTHON;Bug-Fix New-Feature ;String;1;75;20;NOREFERENCE;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0
code file;PYTHON;Bug-Fix New-Feature ;String;1;139;19;NOREFERENCE;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0
code file;PYTHON;Bug-Fix New-Feature ;String;1;152;30;NOREFERENCE;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0
code file;PYTHON;Bug-Fix New-Feature ; Bug-Fix ;1;112;30;NOREFERENCE;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0
code file;HTML;New-Feature ;Security New-Feature ;1;17;390;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
code file;HTML;String;String;8;368;5119;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;Refactor ;String;1;90;641;PYTHON;41;47;0;0.05;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;New-Feature ;Prog-language ;20;1733;9367;JAVASCRIPT;164;549;0;0.38;0;1;0;0;0;0;0;0;0;0;0;0;1
code file;NOREFERENCE;Refactor ;String;2;331;904;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;SHADERLAB;LLM-ChatGPT String;Refactor ;1;2264;693;C;0;9;0;0.04;1;0;0;0;0;0;0;0;1;0;0;0;0
code file;SHADERLAB;LLM-ChatGPT String;Security  Refactor ;6;8144;2641;NOREFERENCE;0;20;0;0.07;1;0;0;0;0;0;0;0;1;0;0;0;0
code file;SHADERLAB;LLM-ChatGPT String;New-Feature ;3;3197;1151;SHADERLAB;2;26;0;0.05;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;SHADERLAB;LLM-ChatGPT String;String;15;3202;7633;SHADERLAB;43;286;0;0.09;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;SHADERLAB;LLM-ChatGPT String;New-Feature ;12;1998;5994;SHADERLAB;51;187;0;0.15;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;SHADERLAB;LLM-ChatGPT String;New-Feature ;44;27600;26760;C;222;914;0;0.39;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;String;Prog-language;3;212;934;PYTHON;25;51;0;0.01;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;HTML;Refactor ;String;23;24034;7563;NOREFERENCE;33;222;0;0.11;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;Refactor ;String;27;44085;6015;NOREFERENCE;55;306;0;0.12;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;String;23;246;4399;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String; Security  Security;1;32;595;NOREFERENCE;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0
code file;NOREFERENCE; Bug-Fix ; Security  ;1;21;373;JAVASCRIPT;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;0
code file;MATLAB;String;String;10;630;9163;SQL;15;214;0;0.04;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;MATLAB;String; New-Feature;3;2380;522;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
code file;MATLAB;String;String;2;1486;1002;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;MATLAB;String;String;2;2978;470;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;MATLAB;String;String;5;120;1033;NOREFERENCE;0;18;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;Refactor ;String;1;64;413;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;HTML;String;String;23;246;4399;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String; Security  Security;1;32;595;NOREFERENCE;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;PYTHON;String;String;11;567;3074;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;BASH;String;String;6;1616;2296;NOREFERENCE;5;36;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;New-Feature  Bug-Fix;String;3;135;1399;NOREFERENCE;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0
code file;PYTHON;New-Feature ; New-Feature;13;1114;3713;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
code file;NOREFERENCE;Bug-Fix ;String;1;760;832;NOREFERENCE;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
code file;ASTRO;Refactor ;String;1;6;142;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;BASH;Refactor New-Feature ;Refactor ;60;1519;22271;PYTHON;270;880;0;0.18;0;1;1;0;0;0;0;0;1;0;0;0;1
code file;PYTHON;String;String;1;15;333;PYTHON;9;11;2;0;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;New-Feature Prog-language ;Security ;5;20;1519;NOREFERENCE;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0
code file;HTML;Refactor ;String;2;878;2557;NOREFERENCE;130;130;0;0.08;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;Refactor  Refactor ;LLM-ChatGPT  LLM-ChatGPT;1;9;507;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;NOREFERENCE;String;Energy;4;316;1243;SOLIDITY;24;51;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
code file;JAVASCRIPT;New-Feature ;Refactor ;5;88;890;JAVASCRIPT;7;19;0;0.01;0;1;0;0;0;0;0;0;1;0;0;0;1
code file;HTML;String;String;16;390;3801;NOREFERENCE;19;73;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;ASTRO;Refactor;String;19;984;8324;BASH;328;470;0;0.6;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;PYTHON;String;New-Feature ;12;1796;3363;NOREFERENCE;83;118;13;0.42;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;BASH;New-Feature ;String;5;2642;3728;NOREFERENCE;0;177;0;0.04;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;BASH;New-Feature ;String;7;6153;8421;NOREFERENCE;84;442;0;0.05;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;New-Feature ;String;2;47;727;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;PYTHON;Bug-Fix ;String;1;140;555;PYTHON;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
code file;HTML;Refactor ;New-Feature ;37;13631;14387;BASH;84;368;0;0.13;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;Bug-Fix ;String;1;746;710;NOREFERENCE;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
code file;PYTHON;Bug-Fix ;String;1;5;564;HTML;2;4;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1
code file;PYTHON;Bug-Fix ;String;1;1111;840;PYTHON;10;59;0;0.01;0;0;0;0;1;0;1;1;0;0;1;0;1
code file;HTML;New-Feature Prog-language New-Feature ; New-Feature New-Feature;2;152;868;BASH;16;77;0;0.09;0;1;0;0;1;0;0;0;0;0;1;0;1
code file;HTML; LLM-ChatGPT;New-Feature  Prog-language ;5;518;1427;HTML;11;93;0;0.03;0;1;0;0;0;0;0;0;0;0;0;0;1
code file;HTML;Refactor ;New-Feature ;41;6420;14738;BASH;179;652;1;0.22;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;JAVASCRIPT;New-Feature ;String;4;130;247;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;JAVA;New-Feature LLM-ChatGPT String;Security ;3;16;1416;NOREFERENCE;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
code file;HTML;Refactor ;New-Feature Prog-language ;3;34;759;JAVASCRIPT;4;27;0;0.02;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;NOREFERENCE;Refactor ;String;1;26;501;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;New-Feature ;String;9;2280;947;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;HTML; Bug-Fix  Refactor;String;1;9;472;NOREFERENCE;0;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0
code file;BASH; Bug-Fix ;Bug-Fix ;4;37;928;BASH;0;13;0;0.01;0;0;0;0;1;0;0;0;0;0;1;0;0
code file;PYTHON;New-Feature  Energy;String;2;215;363;PYTHON;3;18;0;0;0;1;0;0;0;1;1;1;0;0;1;0;1
code file;PYTHON;New-Feature  Energy;String;1;165;57;NOREFERENCE;0;0;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0
code file;PYTHON;New-Feature  Energy;Energy;1;162;28;NOREFERENCE;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0
code file;PYTHON;New-Feature  Energy;String;8;13458;924;JAVASCRIPT;0;3;0;0.01;0;1;0;0;0;1;1;1;0;0;1;0;0
code file;PYTHON;Refactor ;String;2;38;1065;PYTHON;17;71;0;0.01;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;C; New-Feature  New-Feature ;String;10;177;3508;NOREFERENCE;77;276;0;0.05;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;String; Bug-Fix ;2;22;314;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
code file;HTML;Refactor ;String;3;51;632;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;PYTHON;Refactor;String;13;1422;770;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;PYTHON;Refactor;String;10;296;3368;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;PYTHON;New-Feature ;LLM-ChatGPT String;1;10;197;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;JAVA; New-Feature  New-Feature ;Refactor ;6;1391;2131;JAVA;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
code file;JAVA; New-Feature  New-Feature ; New-Feature;4;307;2254;JAVA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
code file;JAVA; New-Feature  New-Feature ;String;4;765;1271;JAVA;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;JAVA; New-Feature  New-Feature ;String;5;1477;2319;JAVA;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;JAVA; New-Feature  New-Feature ;String;1;32;413;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;JAVA; New-Feature  New-Feature ;String;15;2096;7449;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;JAVA; New-Feature  New-Feature ;Bug-Fix ;8;1598;2664;JAVA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
code file;HTML;String; New-Feature;26;798;5907;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
code file;C;Refactor ;Refactor LLM-ChatGPT String;2;286;448;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0
code file;NOREFERENCE;New-Feature ;String;1;7;321;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;New-Feature ;String;1;6;205;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;New-Feature ;String;1;8;237;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;New-Feature ;String;1;6;178;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;New-Feature ;Bug-Fix ;1;6;256;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
code file;NOREFERENCE;New-Feature ;String;1;11;304;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;New-Feature ;String;1;6;370;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;New-Feature ;String;1;6;404;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;New-Feature ;String;1;7;475;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;New-Feature ;String;1;7;176;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;New-Feature ;String;1;6;324;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;Refactor ;String;2;352;868;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;Refactor  Refactor ;String;1;29;586;R;3;12;0;0.01;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;JAVA;Refactor ;Refactor ;2;43;1105;NOREFERENCE;4;28;0;0.01;0;0;1;0;0;0;0;0;1;0;0;0;1
code file;JAVASCRIPT;New-Feature ; Bug-Fix ;2;26;1112;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
code file;JAVASCRIPT;New-Feature ; Security  ;1;25;408;NOREFERENCE;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0
code file;JAVASCRIPT;New-Feature ;String;2;54;818;ANDROID;33;35;0;0.03;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;JAVASCRIPT;New-Feature ;String;6;778;2335;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;JAVASCRIPT;New-Feature ;String;4;66;2135;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;JAVASCRIPT;New-Feature ;String;2;62;951;ANDROID;14;16;2;0.02;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;JAVASCRIPT;New-Feature ;String;14;1852;6275;ANDROID;112;255;0;0.03;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;JAVASCRIPT;New-Feature ;Prog-language ;1;17;601;ANDROID;30;30;0;0.01;0;1;0;0;0;0;0;0;0;0;0;0;1
code file;JAVASCRIPT;New-Feature ;String;2;22;1035;ANDROID;12;32;0;0.01;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;JAVASCRIPT;New-Feature ;Prog-language ;2;252;972;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
code file;JAVASCRIPT;New-Feature ;String;1;33;491;ANDROID;27;29;0;0.01;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;JAVASCRIPT;New-Feature ;Prog-language Prog-language;2;25;671;YAML;22;22;0;0.01;0;1;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;New-Feature ; Bug-Fix ;2;322;240;NOREFERENCE;2;18;0;0.01;0;1;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;New-Feature ;New-Feature ;2;2347;979;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
code file;HTML; Bug-Fix   Bug-Fix ;String;3;54;406;PYTHON;13;18;0;0.04;0;0;0;0;1;0;1;1;0;0;1;0;1
code file;C;Refactor ;String;2;25;796;NOREFERENCE;8;32;0;0.01;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;Refactor; Bug-Fix  New-Feature;3;54;439;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;HTML;Refactor;String;3;61;327;SQL;0;5;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;HTML;Refactor;String;1;9;451;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;HTML;New-Feature ;Refactor;3;1302;1116;NOREFERENCE;14;62;0;0.01;0;1;0;0;0;0;0;0;1;0;0;0;1
code file;PYTHON;New-Feature ;String;4;189;2034;NOREFERENCE;3;19;0;0.01;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;HTML; New-Feature  New-Feature  Bug-Fix New-Feature  New-Feature  Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0
code file;R;New-Feature Prog-language ;Prog-language ;3;35;426;R;5;20;0;0.01;0;1;0;0;1;0;0;0;0;0;1;0;1
code file;HTML;Refactor ;String;5;75;441;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;HTML;Refactor ;String;1;10;40;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;HTML;Bug-Fix ;Refactor Prog-language ;4;1808;2183;NOREFERENCE;67;176;0;0.03;0;0;0;0;1;0;0;0;1;0;1;0;1
code file;JAVASCRIPT;String;String;1;4362;735;PYTHON;9;63;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;JAVASCRIPT;String;String;1;418;656;BASH;50;55;0;0.02;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;BASH;Refactor ;String;3;129;1418;NOREFERENCE;4;23;0;0.02;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;BASH;Refactor ;String;18;799;5297;PYTHON;47;197;0;0.12;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;PYTHON;String;Refactor ;5;3999;1853;PYTHON;3;40;0;0.02;1;0;0;0;0;0;0;0;1;0;0;0;1
code file;JAVA;String;String;1;24;551;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;PYTHON;Refactor  Bug-Fix  Bug-Fix;String;1;31;324;NOREFERENCE;0;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0
code file;PYTHON;Refactor  Bug-Fix  Bug-Fix;New-Feature ;1;13;241;NOREFERENCE;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
code file;PYTHON;Refactor  Bug-Fix  Bug-Fix;String;1;470;221;NOREFERENCE;0;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0
code file;PYTHON;Refactor  Bug-Fix  Bug-Fix;String;1;623;245;NOREFERENCE;0;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0
code file;PYTHON;Refactor  Bug-Fix  Bug-Fix;String;1;458;749;NOREFERENCE;0;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0
code file;HTML;String;String;6;205;158;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;C;Refactor ;String;1;210;466;BASH;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;New-Feature ;String;1;7;252;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;New-Feature ;String;2;130;266;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;String;Energy;4;316;1243;SOLIDITY;22;43;0;0.01;1;0;0;0;0;0;0;0;0;0;0;1;1
code file;JAVA;String;Prog-language;3;50;1200;JAVA;24;48;0;0.08;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;C;String;Energy;5;1147;2860;C;23;36;0;0.05;1;0;0;0;0;0;0;0;0;0;0;1;1
code file;PYTHON;Refactor ;String;1;154;244;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;HTML;Refactor ;Security New-Feature ;1;17;390;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;C;Refactor LLM-ChatGPT String;String;100;7734;41229;NOREFERENCE;162;682;2;0.46;1;1;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;Refactor ;Security New-Feature ;1;17;390;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;HTML;String;String;23;246;4399;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String; Security  Security;1;32;595;NOREFERENCE;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;HTML;String;String;23;246;4399;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String; Security  Security;1;32;595;NOREFERENCE;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0
code file;HTML;Refactor ;Refactor;11;335;2979;HTML;23;247;0;0.16;0;0;1;0;0;0;0;0;1;0;0;0;1
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;HTML;String;String;23;246;4399;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String; Security  Security;1;32;595;NOREFERENCE;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0
code file;HTML;String;String;23;246;4399;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String; Security  Security;1;32;595;NOREFERENCE;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0
code file;HTML;Bug-Fix ;String;4;56;2198;JAVASCRIPT;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
code file;HTML;Refactor ;Prog-language;52;4133;13131;PYTHON;702;709;0;0.21;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;NOREFERENCE;Refactor  Security ; New-Feature;1;119;343;ELIXIR;0;12;0;0.01;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;NOREFERENCE;Refactor  Security ;New-Feature ;9;1193;2489;ELIXIR;8;74;0;0.03;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;NOREFERENCE;Refactor  Security ;String;1;113;273;ELIXIR;4;17;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;NOREFERENCE;Refactor  Security ;String;8;226;2527;NOREFERENCE;0;6;0;0.02;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;Refactor  Security ;String;1;81;86;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;Refactor  Security ;String;1;119;222;ELIXIR;0;5;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;BASH;Refactor ;Security ;9;64;459;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;PYTHON;Refactor New-Feature ;Refactor;4;802;1226;NOREFERENCE;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0
code file;HTML;Refactor;String;24;3907;12234;HTML;216;1220;0;0.14;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;Prog-language ;7;1253;2403;HTML;71;144;0;0.04;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;HTML;String;String;2;1836;202;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;Refactor ; LLM-ChatGPT String;1;48;311;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;HTML;Refactor ;String;3;4915;1206;XML;0;39;0;0.01;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;GO;Refactor ;Prog-language  Bug-Fix ;1;422;322;GO;6;7;0;0.01;0;0;1;0;0;0;0;0;0;0;0;0;1
